Artist,Recommendations
nofx,rancid: 0.2917|bad religion: 0.2802|pennywise: 0.2737|lagwagon: 0.2631|anti-flag: 0.2419|millencolin: 0.2322|less than jake: 0.1863|the bouncing souls: 0.1829|descendents: 0.1783|the offspring: 0.1647
norah jones,katie melua: 0.2107|joss stone: 0.1782|diana krall: 0.1777|amy winehouse: 0.1582|coldplay: 0.1537|jack johnson: 0.1444|kt tunstall: 0.1427|jamie cullum: 0.1361|michael bublé: 0.1304|feist: 0.1285
norther,children of bodom: 0.2447|sentenced: 0.2381|ensiferum: 0.2192|dark tranquillity: 0.219|in flames: 0.1986|amon amarth: 0.1955|soilwork: 0.185|finntroll: 0.1803|arch enemy: 0.1779|amorphis: 0.1695
notorious b.i.g.,dr. dre: 0.3203|jay-z: 0.3043|nas: 0.302|2pac: 0.2821|snoop dogg: 0.2539|the game: 0.2517|lil wayne: 0.2462|kanye west: 0.2263|ludacris: 0.2228|t.i.: 0.2152
nouvelle vague,air: 0.1604|feist: 0.1379|cocorosie: 0.1328|radiohead: 0.1319|amy winehouse: 0.1319|kings of convenience: 0.1298|portishead: 0.1293|goldfrapp: 0.129|björk: 0.1274|cat power: 0.1143
o.s.t.r.,pidżama porno: 0.1428|nas: 0.124|happysad: 0.1092|cunninlynguists: 0.1006|jay-z: 0.0955|akurat: 0.0954|common: 0.0932|coma: 0.0901|the game: 0.089|myslovitz: 0.0854
oasis,coldplay: 0.2593|stereophonics: 0.2188|the killers: 0.2143|radiohead: 0.2035|arctic monkeys: 0.2005|red hot chili peppers: 0.2001|the verve: 0.1962|snow patrol: 0.1952|keane: 0.1939|muse: 0.192
of montreal,sufjan stevens: 0.2405|architecture in helsinki: 0.2227|the decemberists: 0.2198|modest mouse: 0.2046|belle and sebastian: 0.2032|spoon: 0.2002|the shins: 0.1961|the new pornographers: 0.1959|neutral milk hotel: 0.1924|stars: 0.1897
ok go,the all-american rejects: 0.0967|the postal service: 0.0881|the killers: 0.0877|the kooks: 0.0855|death cab for cutie: 0.0852|franz ferdinand: 0.0843|the shins: 0.084|the fratellis: 0.0837|arctic monkeys: 0.0834|hot hot heat: 0.0808
okkervil river,the mountain goats: 0.1831|the national: 0.1804|the decemberists: 0.1625|neutral milk hotel: 0.1619|modest mouse: 0.1531|band of horses: 0.1455|iron & wine: 0.1423|bon iver: 0.1385|of montreal: 0.1381|the shins: 0.1353
onerepublic,lifehouse: 0.1708|the fray: 0.1583|leona lewis: 0.1573|jordin sparks: 0.1443|rihanna: 0.1386|katy perry: 0.1325|lady gaga: 0.1205|maroon 5: 0.1152|jason mraz: 0.1139|the all-american rejects: 0.1101
oomph!,rammstein: 0.178|deathstars: 0.1278|subway to sally: 0.1266|in extremo: 0.1239|marilyn manson: 0.1202|him: 0.1183|combichrist: 0.1166|moonspell: 0.1134|the birthday massacre: 0.1092|the 69 eyes: 0.1071
opeth,katatonia: 0.2679|porcupine tree: 0.2547|dark tranquillity: 0.248|ayreon: 0.2426|anathema: 0.233|in flames: 0.2289|death: 0.2267|dream theater: 0.2267|amorphis: 0.2255|pain of salvation: 0.2222
orbital,underworld: 0.223|the future sound of london: 0.2006|aphex twin: 0.1634|the chemical brothers: 0.1609|the crystal method: 0.1362|autechre: 0.1323|massive attack: 0.1288|boards of canada: 0.1242|faithless: 0.1224|lamb: 0.1195
otis redding,al green: 0.1512|james brown: 0.1219|van morrison: 0.1146|the rolling stones: 0.1081|aretha franklin: 0.1033|bob dylan: 0.0973|nina simone: 0.0963|the kinks: 0.095|the velvet underground: 0.0926|ray charles: 0.0903
outkast,common: 0.2414|a tribe called quest: 0.212|the roots: 0.2086|kanye west: 0.2017|nas: 0.2015|notorious b.i.g.: 0.201|jay-z: 0.1992|ludacris: 0.1806|dr. dre: 0.1683|lupe fiasco: 0.1663
ozzy osbourne,black sabbath: 0.225|judas priest: 0.2046|metallica: 0.1936|iron maiden: 0.1905|black label society: 0.1894|megadeth: 0.1863|ac/dc: 0.1791|deep purple: 0.1766|dio: 0.1749|van halen: 0.1742
p.o.d.,papa roach: 0.217|limp bizkit: 0.1923|koЯn: 0.1893|adema: 0.1766|disturbed: 0.1753|linkin park: 0.1569|slipknot: 0.1568|system of a down: 0.1556|three days grace: 0.1502|static-x: 0.1449
pain,hypocrisy: 0.1783|sentenced: 0.1607|in flames: 0.149|moonspell: 0.1416|soilwork: 0.1381|paradise lost: 0.1346|nightwish: 0.1344|children of bodom: 0.1338|dark tranquillity: 0.1323|samael: 0.1249
pain of salvation,riverside: 0.2877|ayreon: 0.2672|porcupine tree: 0.2519|opeth: 0.225|symphony x: 0.2183|dream theater: 0.216|blackfield: 0.2133|anathema: 0.1754|queensrÿche: 0.1532|katatonia: 0.1348
panic at the disco,fall out boy: 0.3032|my chemical romance: 0.2178|paramore: 0.2074|the academy is...: 0.1927|the all-american rejects: 0.1914|cute is what we aim for: 0.1836|cobra starship: 0.1763|jimmy eat world: 0.1611|taking back sunday: 0.1547|30 seconds to mars: 0.151
panic! at the disco,taking back sunday: 0.1322|fall out boy: 0.1251|the all-american rejects: 0.1103|the used: 0.0948|cobra starship: 0.0932|my chemical romance: 0.093|30 seconds to mars: 0.0854|lostprophets: 0.0786|senses fail: 0.074|something corporate: 0.0738
pantera,slayer: 0.2657|megadeth: 0.2638|metallica: 0.2187|lamb of god: 0.2155|sepultura: 0.2071|testament: 0.2041|machine head: 0.2023|iron maiden: 0.1989|death: 0.1854|black label society: 0.1831
paolo nutini,the kooks: 0.1439|john mayer: 0.1365|james morrison: 0.1296|jason mraz: 0.1169|coldplay: 0.1141|kate nash: 0.114|damien rice: 0.1109|jack johnson: 0.1042|the pigeon detectives: 0.0993|snow patrol: 0.0979
papa roach,disturbed: 0.2504|linkin park: 0.2388|limp bizkit: 0.2198|p.o.d.: 0.2147|three days grace: 0.212|bullet for my valentine: 0.2088|breaking benjamin: 0.205|koЯn: 0.199|the offspring: 0.1952|sum 41: 0.188
paradise lost,moonspell: 0.219|tiamat: 0.217|my dying bride: 0.2082|katatonia: 0.1926|anathema: 0.1919|amorphis: 0.1885|sentenced: 0.17|the gathering: 0.1636|sirenia: 0.1555|type o negative: 0.1539
paramore,fall out boy: 0.2509|panic at the disco: 0.2119|my chemical romance: 0.2073|the all-american rejects: 0.206|avril lavigne: 0.1976|all time low: 0.1967|blink-182: 0.1931|cobra starship: 0.1917|taking back sunday: 0.1893|boys like girls: 0.1888
parkway drive,bring me the horizon: 0.3389|all shall perish: 0.3147|as i lay dying: 0.2875|the black dahlia murder: 0.2612|caliban: 0.2495|all that remains: 0.2357|heaven shall burn: 0.219|killswitch engage: 0.2122|a day to remember: 0.2065|underoath: 0.1945
parov stelar,nightmares on wax: 0.1713|thievery corporation: 0.1709|de-phazz: 0.1698|tosca: 0.1645|koop: 0.1592|bonobo: 0.158|st. germain: 0.1311|gotan project: 0.1209|morcheeba: 0.1147|röyksopp: 0.1019
patrick wolf,final fantasy: 0.145|cocorosie: 0.1332|arcade fire: 0.128|sufjan stevens: 0.125|the knife: 0.118|radiohead: 0.1178|bloc party: 0.1175|devendra banhart: 0.1158|beirut: 0.1147|animal collective: 0.1065
paul mccartney,john lennon: 0.2099|the rolling stones: 0.111|the who: 0.1105|the beach boys: 0.1093|eric clapton: 0.1042|the kinks: 0.1022|the beatles: 0.1003|elton john: 0.0956|eagles: 0.0929|cream: 0.0915
paul oakenfold,paul van dyk: 0.2813|armin van buuren: 0.2207|atb: 0.2023|ferry corsten: 0.1967|chicane: 0.1808|the crystal method: 0.1684|above & beyond: 0.1664|delerium: 0.1584|tiësto: 0.156|blank & jones: 0.1547
paul simon,van morrison: 0.1465|simon & garfunkel: 0.1283|peter gabriel: 0.1222|the beatles: 0.1104|neil young: 0.1068|bruce springsteen: 0.1038|joni mitchell: 0.1006|the rolling stones: 0.0971|bob dylan: 0.0957|billy joel: 0.0957
paul van dyk,above & beyond: 0.3916|armin van buuren: 0.3845|atb: 0.3405|ferry corsten: 0.3237|tiësto: 0.2991|paul oakenfold: 0.2936|blank & jones: 0.2846|chicane: 0.2507|scooter: 0.1696|faithless: 0.1692
pavement,sonic youth: 0.2502|built to spill: 0.2352|guided by voices: 0.2335|pixies: 0.2179|yo la tengo: 0.1913|spoon: 0.1902|the magnetic fields: 0.1811|dinosaur jr.: 0.1758|broken social scene: 0.1712|fugazi: 0.1628
peaches,róisín murphy: 0.1286|simian mobile disco: 0.1188|le tigre: 0.1134|ladytron: 0.1125|cansei de ser sexy: 0.1082|the knife: 0.1001|m.i.a.: 0.0987|the gossip: 0.0968|hot chip: 0.0912|goldfrapp: 0.0901
pearl jam,alice in chains: 0.2302|nirvana: 0.2221|the smashing pumpkins: 0.2151|soundgarden: 0.2062|foo fighters: 0.2061|radiohead: 0.1909|stone temple pilots: 0.1872|audioslave: 0.1837|led zeppelin: 0.1748|red hot chili peppers: 0.1701
pendulum,the prodigy: 0.2292|high contrast: 0.2153|the chemical brothers: 0.145|infected mushroom: 0.1263|daft punk: 0.1225|kosheen: 0.1099|fatboy slim: 0.1094|system of a down: 0.107|the crystal method: 0.1048|linkin park: 0.1041
pennywise,millencolin: 0.2891|nofx: 0.2741|bad religion: 0.2667|anti-flag: 0.2161|lagwagon: 0.2082|rancid: 0.1743|rise against: 0.1719|the bouncing souls: 0.1613|descendents: 0.1491|afi: 0.1453
pet shop boys,depeche mode: 0.1887|duran duran: 0.1807|new order: 0.176|madonna: 0.1723|kylie minogue: 0.1606|a-ha: 0.1544|kraftwerk: 0.129|george michael: 0.1231|abba: 0.1207|michael jackson: 0.11
peter bjorn and john,mgmt: 0.1327|of montreal: 0.1214|feist: 0.1122|the shins: 0.1049|clap your hands say yeah: 0.1018|belle and sebastian: 0.1009|hot chip: 0.0992|modest mouse: 0.0986|radiohead: 0.0956|architecture in helsinki: 0.0951
peter fox,seeed: 0.2496|clueso: 0.1881|die Ärzte: 0.1784|die toten hosen: 0.1757|farin urlaub: 0.1719|deichkind: 0.1687|beatsteaks: 0.1635|böhse onkelz: 0.1346|billy talent: 0.1182|mando diao: 0.085
peter gabriel,genesis: 0.188|kate bush: 0.1414|marillion: 0.1305|paul simon: 0.1227|pink floyd: 0.1149|camel: 0.1103|david bowie: 0.1086|dire straits: 0.1076|talking heads: 0.1064|sting: 0.1059
phil collins,genesis: 0.164|bryan adams: 0.1411|queen: 0.1332|elton john: 0.1297|michael jackson: 0.1287|seal: 0.1187|supertramp: 0.1174|eric clapton: 0.1143|billy joel: 0.1116|toto: 0.1082
philip glass,brian eno: 0.0994|yann tiersen: 0.0892|tom waits: 0.0883|portishead: 0.0869|johann sebastian bach: 0.0849|david bowie: 0.079|squarepusher: 0.0781|frédéric chopin: 0.0778|max richter: 0.0777|aphex twin: 0.0762
phoenix,hot chip: 0.137|kings of convenience: 0.137|cut copy: 0.1218|mgmt: 0.1197|feist: 0.1157|broken social scene: 0.1077|justice: 0.1029|the radio dept.: 0.1021|the whitest boy alive: 0.0982|air: 0.0963
pidżama porno,happysad: 0.4342|akurat: 0.3944|hey: 0.3591|kult: 0.3455|coma: 0.3099|myslovitz: 0.2662|o.s.t.r.: 0.136|gentleman: 0.0944|system of a down: 0.087|guano apes: 0.0858
pinback,broken social scene: 0.1627|modest mouse: 0.1617|death cab for cutie: 0.1382|minus the bear: 0.1378|the shins: 0.136|spoon: 0.1257|built to spill: 0.1162|sufjan stevens: 0.1134|radiohead: 0.1119|the new pornographers: 0.1049
pink,kelly clarkson: 0.2381|avril lavigne: 0.2183|rihanna: 0.1901|katy perry: 0.1868|britney spears: 0.1842|beyoncé: 0.1748|christina aguilera: 0.1743|the pussycat dolls: 0.1708|hilary duff: 0.1592|evanescence: 0.1588
pink floyd,led zeppelin: 0.3423|the beatles: 0.2777|the doors: 0.2451|radiohead: 0.2418|queen: 0.2283|jimi hendrix: 0.2148|the rolling stones: 0.2145|the who: 0.1987|metallica: 0.1985|jethro tull: 0.1954
pink martini,gotan project: 0.1417|norah jones: 0.1101|diana krall: 0.1037|nouvelle vague: 0.0993|Édith piaf: 0.0902|ella fitzgerald: 0.0869|amy winehouse: 0.0836|feist: 0.0772|thievery corporation: 0.076|katie melua: 0.0753
pixies,sonic youth: 0.2394|pavement: 0.2167|radiohead: 0.2098|the smiths: 0.2033|the velvet underground: 0.1937|the cure: 0.1843|the breeders: 0.1821|modest mouse: 0.1802|the white stripes: 0.1798|the clash: 0.1778
pj harvey,nick cave and the bad seeds: 0.184|radiohead: 0.1799|cat power: 0.1796|portishead: 0.1736|tom waits: 0.1577|sonic youth: 0.1506|björk: 0.1504|pixies: 0.1322|the white stripes: 0.1307|depeche mode: 0.1206
placebo,muse: 0.2892|radiohead: 0.2158|the killers: 0.2102|coldplay: 0.2039|nirvana: 0.1849|the cure: 0.1845|arctic monkeys: 0.1793|depeche mode: 0.1792|the smashing pumpkins: 0.174|bloc party: 0.1693
plaid,autechre: 0.271|boards of canada: 0.238|squarepusher: 0.2269|aphex twin: 0.2228|apparat: 0.1927|the flashbulb: 0.1832|amon tobin: 0.1671|prefuse 73: 0.1585|venetian snares: 0.1382|burial: 0.1336
plain white ts,the all-american rejects: 0.1437|simple plan: 0.1409|the academy is...: 0.1375|boys like girls: 0.1317|fall out boy: 0.126|paramore: 0.121|jonas brothers: 0.1178|panic at the disco: 0.1153|the fray: 0.113|sugarcult: 0.1122
poets of the fall,nightwish: 0.0956|apocalyptica: 0.0883|30 seconds to mars: 0.0871|breaking benjamin: 0.0857|evanescence: 0.0841|skillet: 0.083|in flames: 0.0797|linkin park: 0.0768|sonata arctica: 0.0757|him: 0.0731
porcupine tree,blackfield: 0.2636|opeth: 0.2531|pain of salvation: 0.2472|riverside: 0.2342|ayreon: 0.207|dream theater: 0.1976|tool: 0.1841|anathema: 0.1796|king crimson: 0.1743|pink floyd: 0.1686
portishead,massive attack: 0.3152|björk: 0.2505|radiohead: 0.2492|air: 0.2221|goldfrapp: 0.1977|morcheeba: 0.1851|lamb: 0.1823|tricky: 0.1775|pj harvey: 0.176|röyksopp: 0.1645
prefuse 73,flying lotus: 0.1745|madlib: 0.1681|boards of canada: 0.1672|plaid: 0.1589|amon tobin: 0.1583|squarepusher: 0.1449|rjd2: 0.1442|dj shadow: 0.1406|four tet: 0.1402|aphex twin: 0.1289
primal scream,the jesus and mary chain: 0.1433|blur: 0.1077|my bloody valentine: 0.1071|pixies: 0.1038|kasabian: 0.1033|new order: 0.1031|the brian jonestown massacre: 0.1004|underworld: 0.0878|the stone roses: 0.0858|radiohead: 0.0819
primus,faith no more: 0.1362|tool: 0.1204|rage against the machine: 0.1112|queens of the stone age: 0.1073|melvins: 0.1062|frank zappa: 0.0994|meshuggah: 0.0944|nine inch nails: 0.0909|led zeppelin: 0.0907|mastodon: 0.0902
prince,stevie wonder: 0.1681|george michael: 0.1248|erykah badu: 0.1171|david bowie: 0.113|the beatles: 0.1078|michael jackson: 0.1057|al green: 0.1051|u2: 0.0987|madonna: 0.0985|the rolling stones: 0.0954
public enemy,beastie boys: 0.1363|wu-tang clan: 0.1247|de la soul: 0.1211|ice cube: 0.1146|gang starr: 0.1109|nas: 0.1092|ghostface: 0.1085|a tribe called quest: 0.1064|the roots: 0.0986|cypress hill: 0.0967
pulp,blur: 0.1568|david bowie: 0.1285|morrissey: 0.1234|the smiths: 0.1203|manic street preachers: 0.1093|radiohead: 0.1022|the cure: 0.0939|franz ferdinand: 0.0921|arcade fire: 0.0889|belle and sebastian: 0.0861
queen,the beatles: 0.2453|pink floyd: 0.2307|led zeppelin: 0.2026|u2: 0.1945|aerosmith: 0.1873|the rolling stones: 0.1873|the who: 0.1865|metallica: 0.1848|coldplay: 0.1837|elton john: 0.18
queens of the stone age,foo fighters: 0.2216|eagles of death metal: 0.22|kyuss: 0.214|radiohead: 0.2065|muse: 0.1937|the white stripes: 0.1926|nine inch nails: 0.1817|nirvana: 0.171|the strokes: 0.1675|deftones: 0.1634
queensrÿche,dream theater: 0.1871|judas priest: 0.163|rush: 0.1605|pain of salvation: 0.1566|ayreon: 0.1339|symphony x: 0.1319|angra: 0.1187|porcupine tree: 0.1169|megadeth: 0.116|van halen: 0.1098
r.e.m.,radiohead: 0.1992|u2: 0.1925|the beatles: 0.1861|coldplay: 0.1684|the cure: 0.1605|pink floyd: 0.1542|david bowie: 0.1541|red hot chili peppers: 0.1477|the rolling stones: 0.1468|bob dylan: 0.1456
radiohead,coldplay: 0.3114|the beatles: 0.309|sigur rós: 0.2969|muse: 0.2904|beck: 0.2788|the smashing pumpkins: 0.2769|björk: 0.2538|death cab for cutie: 0.2505|interpol: 0.2495|air: 0.2481
rage against the machine,system of a down: 0.2153|nirvana: 0.2008|audioslave: 0.1958|red hot chili peppers: 0.1938|koЯn: 0.1879|foo fighters: 0.1871|metallica: 0.18|tool: 0.1795|incubus: 0.1758|deftones: 0.1635
rainbow,dio: 0.2747|deep purple: 0.2095|black sabbath: 0.1988|van halen: 0.1854|scorpions: 0.1821|ozzy osbourne: 0.1553|kiss: 0.155|judas priest: 0.1544|skid row: 0.1493|iron maiden: 0.1449
rammstein,system of a down: 0.2853|nightwish: 0.247|marilyn manson: 0.2435|koЯn: 0.2414|metallica: 0.2351|slipknot: 0.1965|disturbed: 0.1887|apocalyptica: 0.1873|in flames: 0.1816|linkin park: 0.1787
ramones,the clash: 0.2449|misfits: 0.1819|nirvana: 0.1718|dead kennedys: 0.1701|sex pistols: 0.1657|rancid: 0.1607|the rolling stones: 0.1547|nofx: 0.1458|the beatles: 0.1406|johnny cash: 0.1382
rancid,nofx: 0.2937|the bouncing souls: 0.249|bad religion: 0.2468|anti-flag: 0.2432|dropkick murphys: 0.2302|social distortion: 0.2178|less than jake: 0.2129|lagwagon: 0.1846|millencolin: 0.1805|pennywise: 0.1752
ratatat,girl talk: 0.1667|crystal castles: 0.1565|justice: 0.1386|hot chip: 0.138|modest mouse: 0.1326|cut copy: 0.1316|animal collective: 0.1281|radiohead: 0.128|death from above 1979: 0.1278|mgmt: 0.1276
ray charles,aretha franklin: 0.1757|louis armstrong: 0.1522|james brown: 0.132|frank sinatra: 0.1187|stevie wonder: 0.1076|the beatles: 0.1061|ella fitzgerald: 0.103|bob dylan: 0.1017|nina simone: 0.1004|otis redding: 0.0907
ray lamontagne,bon iver: 0.1416|damien rice: 0.1329|joshua radin: 0.1301|iron & wine: 0.1171|ryan adams: 0.1151|feist: 0.1111|m. ward: 0.1088|the shins: 0.1067|john mayer: 0.1047|sufjan stevens: 0.1014
razorlight,the kooks: 0.257|the fratellis: 0.2232|maxïmo park: 0.2102|kaiser chiefs: 0.1976|the pigeon detectives: 0.1963|dirty pretty things: 0.1853|arctic monkeys: 0.1795|the killers: 0.1641|stereophonics: 0.1539|franz ferdinand: 0.1514
red hot chili peppers,coldplay: 0.2716|nirvana: 0.2657|foo fighters: 0.2573|system of a down: 0.2401|green day: 0.2262|muse: 0.224|metallica: 0.2225|the beatles: 0.2211|linkin park: 0.2118|radiohead: 0.2064
red.jumpsuit.apparatus,the all-american rejects: 0.1929|paramore: 0.1709|30 seconds to mars: 0.1687|boys like girls: 0.164|the used: 0.1608|sum 41: 0.1577|relient k: 0.1575|fall out boy: 0.157|cute is what we aim for: 0.1543|story of the year: 0.1474
reel big fish,streetlight manifesto: 0.2421|less than jake: 0.2386|goldfinger: 0.1654|rancid: 0.1608|me first and the gimme gimmes: 0.1451|nofx: 0.1445|motion city soundtrack: 0.1407|anti-flag: 0.13|alkaline trio: 0.1299|green day: 0.1257
refused,at the drive-in: 0.1238|the blood brothers: 0.1075|rise against: 0.0979|comeback kid: 0.0965|alexisonfire: 0.0907|thrice: 0.0893|rage against the machine: 0.0841|ignite: 0.0836|deftones: 0.0827|the fall of troy: 0.0802
regina spektor,feist: 0.1913|sufjan stevens: 0.1743|fiona apple: 0.1725|tegan and sara: 0.1691|death cab for cutie: 0.1679|rilo kiley: 0.1611|radiohead: 0.1589|the shins: 0.1586|bright eyes: 0.1577|cat power: 0.151
relient k,switchfoot: 0.1857|motion city soundtrack: 0.1811|anberlin: 0.1793|red.jumpsuit.apparatus: 0.1621|paramore: 0.1539|the all-american rejects: 0.1497|something corporate: 0.1478|dashboard confessional: 0.1434|fall out boy: 0.1407|mae: 0.1375
rhapsody of fire,avantasia: 0.3016|stratovarius: 0.2649|blind guardian: 0.2587|kamelot: 0.2449|sonata arctica: 0.2421|hammerfall: 0.2243|angra: 0.2032|edguy: 0.1954|nightwish: 0.1908|gamma ray: 0.1798
richard cheese,the beatles: 0.0715|beastie boys: 0.0668|system of a down: 0.0668|rage against the machine: 0.0623|red hot chili peppers: 0.0605|muse: 0.0595|metallica: 0.0589|green day: 0.0584|koЯn: 0.0577|the white stripes: 0.0572
rihanna,beyoncé: 0.3772|the pussycat dolls: 0.3628|britney spears: 0.3553|lady gaga: 0.3064|chris brown: 0.2892|leona lewis: 0.2882|nelly furtado: 0.285|justin timberlake: 0.281|timbaland: 0.2686|katy perry: 0.26
rilo kiley,death cab for cutie: 0.1942|the decemberists: 0.1939|bright eyes: 0.1873|the shins: 0.1783|tegan and sara: 0.1769|sufjan stevens: 0.1718|stars: 0.1693|feist: 0.1669|the postal service: 0.1628|regina spektor: 0.158
rise against,anti-flag: 0.2469|billy talent: 0.2314|afi: 0.2142|atreyu: 0.2011|millencolin: 0.196|the offspring: 0.1804|sum 41: 0.179|bullet for my valentine: 0.1736|bad religion: 0.1716|blink-182: 0.1715
riverside,pain of salvation: 0.2878|blackfield: 0.274|porcupine tree: 0.2386|opeth: 0.1934|anathema: 0.176|ayreon: 0.1622|a perfect circle: 0.1484|katatonia: 0.1425|tool: 0.1422|dream theater: 0.1319
rjd2,dj shadow: 0.2399|jurassic 5: 0.1666|bonobo: 0.1513|madlib: 0.151|cunninlynguists: 0.1482|the roots: 0.1437|aesop rock: 0.1432|prefuse 73: 0.14|mf doom: 0.1384|madvillain: 0.1311
rob zombie,marilyn manson: 0.1718|static-x: 0.1695|koЯn: 0.1631|slipknot: 0.1577|disturbed: 0.1531|rammstein: 0.1486|drowning pool: 0.1434|dope: 0.1403|godsmack: 0.1322|system of a down: 0.1225
robbie williams,madonna: 0.1731|kylie minogue: 0.1446|coldplay: 0.1414|u2: 0.1402|keane: 0.1393|queen: 0.1375|michael jackson: 0.1333|abba: 0.1312|sugababes: 0.1281|scissor sisters: 0.1263
robyn,lady gaga: 0.1249|britney spears: 0.1194|kylie minogue: 0.1112|lily allen: 0.1083|beyoncé: 0.107|madonna: 0.103|rihanna: 0.1023|sugababes: 0.1003|kate nash: 0.1003|lykke li: 0.097
roots manuva,jurassic 5: 0.1548|the roots: 0.1337|dizzee rascal: 0.1301|cunninlynguists: 0.1284|rjd2: 0.1206|dj shadow: 0.1185|dj krush: 0.1159|the herbaliser: 0.1112|the cinematic orchestra: 0.1063|burial: 0.1063
roxette,madonna: 0.1387|bryan adams: 0.1337|queen: 0.1109|robbie williams: 0.1093|abba: 0.1088|a-ha: 0.0992|bon jovi: 0.0947|elton john: 0.0922|michael jackson: 0.092|kylie minogue: 0.0876
rufus wainwright,ben folds: 0.1388|sufjan stevens: 0.1305|arcade fire: 0.1304|belle and sebastian: 0.1278|rilo kiley: 0.1259|antony and the johnsons: 0.1251|radiohead: 0.1216|feist: 0.1174|regina spektor: 0.1145|the decemberists: 0.1143
